# ID,name,RA,dec,mag
76204,,15.611826,14.924792,7.080
76205,,15.611872,1.005551,9.870
76206,,15.612000,-66.317037,4.110
76207,,15.612197,10.584800,8.790
76208,,15.612226,-41.060456,7.610
76209,,15.612436,11.600902,7.700
76210,,15.612656,-32.581438,8.760
76211,,15.612718,30.668214,9.800
76212,,15.612909,-50.168760,8.380
76213,,15.612933,-44.722595,9.260
76214,,15.613197,-29.193068,9.520
76215,,15.613406,-40.691882,8.110
76216,,15.613507,80.614499,6.890
76217,,15.613978,-4.638070,8.280
76218,,15.613996,37.580387,11.220
76219,,15.614077,-20.347862,10.320
76220,,15.614631,-67.484713,8.060
76221,,15.614698,-53.718639,7.810
76222,,15.614839,29.991182,6.460
76223,,15.614860,-38.180840,8.180
76224,,15.615068,-15.514037,7.860
76225,,15.615135,40.311980,8.990
76226,,15.615324,32.581749,9.140
76227,,15.615489,-46.151340,8.020
76228,,15.615981,-4.950919,8.240
76229,,15.616337,-32.816388,8.190
76230,,15.616638,4.477242,10.520
76231,,15.616770,64.439911,8.700
76232,,15.616789,-10.474929,9.420
76233,,15.617046,-0.682212,9.310
76234,,15.617070,-37.243265,8.920
76235,,15.617070,-28.135079,3.600
76236,,15.617247,11.610140,8.650
76237,,15.617962,-40.156153,9.390
76238,,15.618579,-26.492388,7.390
76239,,15.618626,26.760147,9.160
76240,,15.619679,-78.877376,7.740
76241,,15.619694,-41.018775,7.120
76242,,15.619806,-40.265769,10.570
76243,,15.619858,5.429036,9.880
76244,,15.619973,-23.651565,8.890
76245,,15.620382,-18.335028,8.390
76246,,15.620699,-74.428394,9.370
76247,,15.620705,-48.654794,10.430
76248,,15.620943,-64.553182,8.230
76249,,15.620993,-13.373667,8.300
76250,,15.621374,-32.057322,7.910
76251,,15.621613,-64.531170,8.120
76252,,15.621708,-0.163803,8.430
76253,,15.622679,8.735457,8.550
76254,,15.622714,-38.814982,9.100
76255,,15.623101,62.817408,9.150
76256,,15.623112,-43.338878,9.340
76257,,15.623215,12.301634,7.120
76258,,15.623305,31.617127,9.700
76259,,15.623650,13.579566,9.030
76260,,15.623655,-68.498990,8.400
76261,,15.623709,-29.311102,8.890
76262,,15.623895,-79.608112,8.690
76263,,15.623900,-54.364653,7.790
76264,,15.624219,-31.526833,8.330
76265,,15.624353,-7.583105,9.850
76266,,15.624421,-32.485026,8.620
76267,,15.624555,7.527675,9.310
76268,,15.624583,-26.279864,6.190
76269,,15.624682,-0.884843,7.780
76270,,15.624961,-18.168730,10.230
76271,,15.625218,23.267619,10.180
76272,,15.625287,-51.618517,9.050
76273,,15.625363,-22.117018,6.980
76274,,15.625562,54.508733,5.850
76275,,15.625897,-51.612391,10.650
76276,,15.625933,16.529654,7.620
76277,,15.626121,11.151167,7.520
76278,,15.626236,-62.681419,7.650
76279,,15.626427,-36.596611,9.650
76280,,15.627116,21.858786,10.020
76281,,15.627168,1.421541,8.300
76282,,15.627221,-9.044967,8.090
76283,,15.627293,23.496911,9.320
76284,,15.627550,69.283344,5.650
76285,,15.627585,47.312906,9.050
76286,,15.627644,-40.271271,9.580
76287,,15.627758,-16.731324,8.320
76288,,15.627827,3.634652,8.540
76289,,15.628100,-45.701062,8.230
76290,,15.628803,32.608249,9.690
76291,,15.629027,-5.735272,9.520
76292,,15.629069,-15.715565,9.590
76293,,15.629322,-3.605245,8.000
76294,,15.629398,11.603219,8.440
76295,,15.629404,71.153674,6.990
76296,,15.629907,25.175428,10.370
76297,,15.630011,-23.141698,5.790
76298,,15.630321,22.483746,8.580
76299,,15.630441,40.353433,5.250
76300,,15.630918,-31.252081,7.490
76301,,15.631510,14.139841,9.430
76302,,15.631586,30.102974,7.890
76303,,15.631614,21.440714,8.090
76304,,15.631677,25.635490,8.390
76305,,15.632049,50.082211,7.720
76306,,15.632219,-38.218518,9.840
76307,,15.632967,-5.421929,7.870
76308,,15.633114,10.239876,7.070
76309,,15.633256,5.091972,8.060
76310,,15.633301,-14.530401,7.390
76311,,15.633353,-38.952594,8.240
76312,,15.633371,0.319507,9.560
76313,,15.633735,17.247770,8.810
76314,,15.633939,-54.522031,6.980
76315,,15.633988,-21.319176,11.230
76316,,15.634175,29.487208,10.210
76317,,15.634232,-42.567348,4.340
76318,,15.634392,7.422220,8.370
76319,,15.634483,-59.876631,8.070
76320,,15.634908,-7.676111,7.910
76321,,15.634944,61.420414,8.120
76322,,15.635400,42.782465,8.480
76323,,15.635883,38.028045,7.500
76324,,15.636068,57.899742,9.890
76325,,15.636122,-41.560032,7.740
76326,,15.636252,24.556375,8.730
76327,,15.636660,-14.101144,8.920
76328,,15.636922,36.246830,7.070
76329,,15.637066,-69.531703,8.970
76330,,15.637120,-57.275295,8.290
76331,,15.637266,36.247132,7.400
76332,,15.637725,-28.206666,6.320
76333,,15.637833,46.797751,5.760
76334,,15.637855,-21.016327,5.820
76335,,15.637873,-9.574301,9.690
76336,,15.637894,-6.131498,8.530
76337,,15.637906,-17.560056,9.910
76338,,15.637952,24.521867,6.820
76339,,15.638015,-4.064389,9.050
76340,,15.638201,48.704542,9.630
76341,,15.638493,-20.348847,8.480
76342,,15.638660,0.940143,8.100
76343,,15.639479,-24.654953,7.910
76344,,15.639653,43.604261,6.800
76345,,15.640204,22.674972,7.450
76346,,15.640323,-53.305134,7.780
76347,,15.640379,-19.913180,6.650
76348,,15.640497,-37.506936,9.830
76349,,15.640515,41.201885,9.900
76350,,15.641083,-55.826375,8.550
76351,,15.641412,-14.516867,6.800
76352,,15.641430,23.463463,8.920
76353,,15.641629,39.216650,8.770
76354,,15.641781,-19.781329,8.930
76355,,15.641937,-18.448428,8.670
76356,,15.642400,-39.160700,6.590
76357,,15.642562,48.462783,8.140
76358,,15.642626,65.790545,7.050
76359,,15.642833,50.423283,5.840
76360,,15.643312,-69.639041,9.720
76361,,15.643723,-50.010933,9.920
76362,,15.643854,7.006059,8.130
76363,,15.644121,55.899093,7.280
76364,,15.644171,6.375146,10.510
76365,,15.644270,-29.777754,3.660
76366,,15.644371,6.239937,8.030
76367,,15.644430,-8.794714,6.560
76368,,15.644467,-8.791490,6.450
76369,,15.644823,68.822007,7.450
76370,,15.644831,-17.664855,7.150
76371,,15.644887,-45.708763,6.970
76372,,15.644945,-1.786923,8.290
76373,,15.645049,-39.127734,6.050
76374,,15.645083,57.520716,7.890
76375,,15.645140,31.551849,7.220
76376,,15.645342,-26.841050,8.510
76377,,15.645563,12.253219,7.440
76378,,15.645621,-61.827440,8.550
76379,,15.645716,-23.049474,7.170
76380,,15.645823,15.414346,7.970
76381,,15.646072,-6.317420,8.370
76382,,15.646904,34.675039,6.120
76383,,15.647079,-52.372695,5.430
76384,,15.647096,10.615755,7.100
76385,,15.647143,-2.828770,8.570
76386,,15.647514,22.645941,8.750
76387,,15.647596,-13.007730,9.780
76388,,15.647962,-58.211220,8.680
76389,,15.648036,51.570242,8.380
76390,,15.648037,-50.346573,8.700
76391,,15.648377,-69.209109,9.090
76392,,15.648488,-19.301892,5.360
76393,,15.648496,57.461776,7.280
76394,,15.649325,-57.707594,8.140
76395,,15.649691,46.926558,6.750
76396,,15.649916,-20.583400,8.990
76397,,15.649949,85.285937,6.880
76398,,15.650016,-19.732556,7.640
76399,,15.650288,3.467681,7.360
76400,,15.650293,-0.311499,7.500
76401,,15.650400,-22.473658,7.560
76402,,15.650407,-78.235177,6.990
76403,,15.650552,-6.022990,8.540
76404,,15.650728,25.746393,8.160
76405,,15.650894,43.866515,8.650
76406,,15.651117,36.754317,9.300
76407,,15.651119,-83.232693,8.750
76408,,15.651330,-47.112467,8.270
76409,,15.651631,-8.564487,8.940
76410,,15.651777,-48.613775,7.830
76411,,15.651788,-16.128844,9.920
76412,,15.651857,-72.297656,7.380
76413,,15.652047,45.867616,9.030
76414,,15.652143,-42.637307,9.740
76415,,15.652645,57.924426,6.450
76416,,15.653216,-36.010705,9.310
76417,,15.653278,45.117403,8.120
76418,,15.653340,55.731955,9.620
76419,,15.653640,66.803268,10.310
76420,,15.653777,31.687922,8.350
76421,,15.653782,-21.227529,9.630
76422,,15.654232,29.622113,10.230
76423,,15.654507,-48.318094,10.530
76424,,15.654637,-72.865563,8.690
76425,,15.654842,-59.206848,8.840
76426,,15.654925,-25.146043,10.520
76427,,15.654935,-48.352695,10.270
76428,,15.655159,-77.918004,6.190
76429,,15.655205,32.912518,8.840
76430,,15.655937,-23.150224,6.330
76431,,15.655977,33.517943,10.390
76432,,15.656089,-10.273225,10.180
76433,,15.656299,36.635812,4.640
76434,,15.656337,21.378895,9.300
76435,,15.656427,-43.496969,9.180
76436,,15.656555,10.745664,9.110
76437,,15.656782,-27.172790,9.580
76438,,15.657000,27.626309,8.990
76439,,15.657034,-34.779912,8.740
76440,,15.657334,-13.911171,8.050
76441,,15.657345,30.207289,8.730
76442,,15.657562,2.698596,10.350
76443,,15.657565,-51.077939,8.340
76444,,15.657625,-34.632804,8.480
76445,,15.658623,-1.065219,8.000
76446,,15.658815,-9.585369,9.120
76447,,15.658887,-28.506036,9.330
76448,,15.658905,42.696950,7.680
76449,,15.659371,-63.040100,8.790
76450,,15.659694,8.997287,8.550
76451,,15.659693,-55.427070,6.940
76452,,15.659968,-23.800775,8.100
76453,,15.659996,75.272866,8.360
76454,,15.660117,-27.643244,7.610
76455,,15.660195,-1.392135,9.970
76456,,15.660204,29.193994,8.630
76457,,15.660247,6.986662,8.200
76458,,15.660581,-27.524528,9.380
76459,,15.660750,79.983216,6.890
76460,,15.660952,35.651733,9.800
76461,,15.660974,54.872125,8.720
76462,,15.661042,53.021839,10.570
76463,,15.661097,16.314009,6.980
76464,,15.661246,9.127511,8.140
76465,,15.661277,-32.977132,8.630
76466,,15.661833,-27.376048,9.370
76467,,15.662164,-9.619386,8.370
76468,,15.662562,44.311188,8.210
76469,,15.662772,-34.411926,4.660
76470,,15.662777,-30.936137,8.840
76471,,15.663102,12.733705,10.200
76472,,15.663682,-14.055807,7.590
76473,,15.664021,64.661844,7.570
76474,,15.664436,8.526773,8.400
76475,,15.664504,-36.435159,8.440
76476,,15.664727,-34.656745,8.840
76477,,15.664982,-61.183354,9.480
76478,,15.665137,-19.769141,6.880
76479,,15.665663,13.702891,10.890
76480,,15.665726,-59.908338,5.950
76481,,15.665995,-12.198931,9.320
76482,,15.666023,-41.497618,10.010
76483,,15.666049,21.168916,9.080
76484,,15.666375,-36.171514,8.010
76485,,15.667059,59.432365,9.680
76486,,15.667132,-46.916364,8.650
76487,,15.667467,-65.661679,8.330
76488,,15.667862,2.554942,7.820
76489,,15.668142,-88.654631,7.580
76490,,15.668250,-22.325593,10.200
76491,,15.668300,-35.700533,9.880
76492,,15.668522,-29.224485,9.200
76493,,15.668988,-10.512458,9.690
76494,,15.669233,-45.021420,7.420
76495,,15.669480,-50.470576,8.610
76496,,15.669518,-38.709169,8.260
76497,,15.669541,12.052934,6.220
76498,,15.669707,-56.914589,6.630
76499,,15.669855,-30.735255,9.230
76500,,15.669889,-70.227883,6.450
76501,,15.670209,-39.390714,8.480
76502,,15.670565,-2.328606,8.900
76503,,15.670981,-31.213771,6.350
76504,,15.671081,56.192284,9.010
76505,,15.671229,-63.378121,9.160
76506,,15.671360,-23.818078,4.970
76507,,15.671480,-14.527915,9.630
76508,,15.671521,34.260308,7.820
76509,,15.671583,44.831010,7.540
76510,,15.671870,-57.138970,8.470
76511,,15.672005,-71.567964,9.520
76512,,15.672106,48.054910,7.780
76513,,15.672176,-43.506279,8.780
76514,,15.672598,-73.446685,5.640
76515,,15.672619,43.846373,7.160
76516,,15.672619,1.468783,8.110
76517,,15.672653,-59.136509,8.130
76518,,15.672683,-29.967459,8.640
76519,,15.672737,-66.549227,9.030
76520,,15.672921,-45.780780,10.720
76521,,15.673011,54.959689,8.690
76522,,15.673040,-20.971286,9.690
76523,,15.673127,17.398118,9.610
76524,,15.673194,-44.246940,8.050
76525,,15.673246,21.378712,8.390
76526,,15.673526,-44.288570,6.980
76527,,15.673774,-0.912438,8.070
76528,,15.673887,37.517092,6.910
76529,,15.673956,4.834128,9.980
76530,,15.674131,49.835725,9.030
76531,,15.674235,-74.443208,7.920
76532,,15.674554,-18.696164,10.150
76533,,15.674569,18.671472,7.590
76534,,15.674615,-63.838091,7.980
76535,,15.674688,-2.006693,9.110
76536,,15.675012,-7.301148,9.500
76537,,15.675062,37.016987,7.160
76538,,15.675552,-10.884042,9.090
76539,,15.675679,-39.631620,9.310
76540,,15.675819,61.880758,8.080
76541,,15.675873,31.472315,8.620
76542,,15.676003,-43.012450,8.360
76543,,15.676268,-18.049027,8.920
76544,,15.676430,4.170308,8.390
76545,,15.677019,-3.202051,9.710
76546,,15.677173,-25.592517,7.960
76547,,15.677246,61.959516,9.490
76548,,15.677361,-3.479203,9.660
76549,,15.677439,-32.238683,9.420
76550,,15.677832,65.840661,9.450
76551,,15.677911,-16.755693,8.560
76552,,15.678538,68.433237,8.550
76553,,15.678823,-13.853622,9.060
76554,,15.678865,-21.604624,7.990
76555,,15.679253,38.718584,7.780
76556,,15.679253,29.972244,7.520
76557,,15.679242,-32.866525,8.830
76558,,15.679341,26.924177,9.550
76559,,15.679665,-52.473434,8.370
76560,,15.679698,16.595103,9.170
76561,,15.679771,-35.427674,7.580
76562,,15.680693,-5.632949,8.470
76563,,15.680951,-44.622852,6.880
76564,,15.681016,-84.757370,8.840
76565,,15.681067,-29.400923,9.210
76566,,15.681925,40.946345,8.550
76567,,15.681999,-33.145874,8.310
76568,,15.682044,-8.998564,7.960
76569,,15.682345,-63.194607,7.490
76570,,15.682482,28.512633,10.310
76571,,15.682562,-61.141071,7.890
76572,,15.682580,-42.825627,8.710
76573,,15.682844,-47.736091,6.210
76574,,15.683083,16.024588,6.000
76575,,15.683199,-71.744786,7.590
76576,,15.683329,-24.322233,9.550
76577,,15.683423,-8.741925,7.880
76578,,15.683561,38.281487,8.230
76579,,15.683797,5.514459,8.280
76580,,15.683825,20.334483,9.480
76581,,15.683868,-14.823251,8.870
76582,,15.683876,2.881727,9.870
76583,,15.684498,40.762238,8.740
76584,,15.684564,9.302493,7.390
76585,,15.684723,-41.833798,9.240
76586,,15.684787,23.351850,9.430
76587,,15.685042,-47.862207,8.850
76588,,15.685254,-39.982789,6.510
76589,,15.685359,24.058668,10.800
76590,,15.685758,-32.652913,8.680
76591,,15.685885,42.419975,10.980
76592,,15.686127,-11.868948,8.590
76593,,15.686505,-44.661205,4.640
76594,,15.687129,59.347766,8.710
76595,,15.687265,50.203846,8.760
76596,,15.687366,66.385864,8.750
76597,,15.687543,75.992789,12.220
76598,,15.687713,-24.398714,8.030
76599,,15.687744,3.835394,10.100
76600,,15.687770,-13.970316,6.870
76601,,15.687927,59.988088,8.500
76602,,15.688236,-47.767272,9.370
76603,,15.688860,19.149909,8.820
76604,,15.689095,-31.656650,8.490
76605,,15.689814,-58.775081,8.480
76606,,15.690167,-2.634913,8.170
76607,,15.690416,-65.068149,6.980
76608,,15.690618,38.557389,7.640
76609,,15.690846,-47.053218,9.260
76610,,15.690997,-58.763613,8.650
76611,,15.691315,41.634078,8.190
76612,,15.691338,22.324207,8.370
76613,,15.691844,-53.391278,6.920
76614,,15.691886,52.129693,9.170
76615,,15.692521,-29.299523,7.290
76616,,15.692516,19.670401,4.510
76617,,15.692661,46.718297,8.630
76618,,15.692759,-48.690881,10.220
76619,,15.693402,27.995337,8.400
76620,,15.693560,-36.419319,9.650
76621,,15.694544,-15.559376,8.860
76622,,15.694674,-46.879337,8.420
76623,,15.694975,35.998541,9.160
76624,,15.695187,-56.100087,8.870
76625,,15.695450,5.111191,9.790
76626,,15.695754,-31.847103,8.340
76627,,15.695881,-68.018947,9.420
76628,,15.695893,-33.970990,11.040
76629,,15.695944,-6.444392,7.300
76630,,15.696504,12.847528,5.340
76631,,15.696529,49.445300,8.620
76632,,15.696547,-8.645549,8.270
76633,,15.696677,30.901573,8.840
76634,,15.696842,37.048406,7.700
76635,,15.696923,23.558139,9.800
76636,,15.696982,-26.149287,8.980
76637,,15.697753,-70.630732,8.930
76638,,15.698107,-23.272062,7.920
76639,,15.698117,-34.888860,8.370
76640,,15.698215,-12.759909,8.630
76641,,15.698527,-76.081959,5.950
76642,,15.698532,18.464037,5.800
76643,,15.699054,-16.914766,9.570
76644,,15.699111,-19.678828,4.750
76645,,15.699224,-56.612306,10.450
76646,,15.699531,42.051327,8.270
76647,,15.699532,7.064142,8.480
76648,,15.699730,-46.716669,8.690
76649,,15.699783,10.570209,8.040
76650,,15.699839,1.908947,9.640
76651,,15.699880,-11.304935,9.670
76652,,15.699993,-11.140975,9.270
76653,,15.700102,13.037362,10.270
76654,,15.700338,-11.137027,9.410
76655,,15.700342,-38.219301,10.440
76656,,15.700390,0.457028,7.230
76657,,15.700415,53.728643,10.380
76658,,15.700491,-64.180288,6.530
76659,,15.700540,-15.566725,8.970
76660,,15.700976,-50.907053,11.530
76661,,15.701219,-23.036584,8.400
76662,,15.701225,34.650519,11.690
76663,,15.701584,10.977424,8.270
76664,,15.701900,-20.589902,10.410
76665,,15.701832,-19.471772,11.830
76666,,15.702882,-21.899635,8.110
76667,,15.703118,72.788680,10.970
76668,,15.703222,53.388009,9.390
76669,,15.703302,20.191743,8.400
76670,,15.703631,7.823335,7.330
76671,,15.704148,30.470567,9.250
76672,,15.704151,-40.822643,9.060
76673,,15.704184,-7.914143,7.840
76674,,15.704409,9.650835,7.690
76675,,15.704527,29.622924,8.570
76676,,15.704590,12.942432,10.030
76677,,15.704940,-0.422899,9.680
76678,,15.705101,26.512796,9.320
76679,,15.705103,3.227290,9.120
76680,,15.705264,-7.661006,8.230
76681,,15.705382,-19.491547,8.810
76682,,15.705810,-55.311924,9.260
76683,,15.705996,-66.846773,8.680
76684,,15.706050,6.136694,9.730
76685,,15.706066,-1.409364,7.990
76686,,15.706252,-49.780635,8.600
76687,,15.706858,51.154216,9.890
76688,,15.707149,-49.217552,6.950
76689,,15.707199,5.031842,8.660
76690,,15.707472,18.216088,7.890
76691,,15.708183,-35.760363,8.340
76692,,15.708582,20.598739,8.230
76693,,15.708632,48.302543,10.300
76694,,15.708782,-5.142237,8.670
76695,,15.709310,0.868491,9.770
76696,,15.709342,3.493745,8.330
76697,,15.709434,-45.808123,9.680
76698,,15.709733,-66.020114,7.800
76699,,15.710341,-49.489553,6.020
76700,,15.710536,45.762053,7.010
76701,,15.710581,-18.607100,8.080
76702,,15.710645,-37.424935,5.230
76703,,15.710649,39.516769,8.690
76704,,15.710677,-73.655380,8.940
76705,,15.710715,31.945977,10.890
76706,,15.710843,54.535908,8.830
76707,,15.711138,-32.186034,7.480
76708,,15.711279,31.708751,6.710
76709,,15.711395,-34.710407,4.750
76710,,15.711540,-25.990488,10.610
76711,,15.711626,-43.005088,9.980
76712,,15.711649,67.066586,7.800
76713,,15.711899,9.519361,8.830
76714,,15.711980,26.844552,8.640
76715,,15.712229,7.840992,9.220
76716,,15.712381,26.295637,3.810
76717,,15.712885,18.987155,9.520
76718,,15.712876,-16.013694,7.050
76719,,15.713612,43.636847,9.170
76720,,15.713841,24.840217,9.200
76721,,15.714107,52.360903,5.480
76722,,15.714124,-61.777114,9.160
76723,,15.714345,6.883916,7.090
76724,,15.714374,-28.193885,9.150
76725,,15.714684,-44.944674,8.850
76726,,15.714981,-51.171682,8.480
76727,,15.715126,4.102006,7.410
76728,,15.715171,6.926663,8.170
76729,,15.715860,6.717588,8.320
76730,,15.715945,-82.662810,8.560
76731,,15.716106,14.556900,10.100
76732,,15.716182,-58.114664,7.490
76733,,15.716530,-24.265233,8.110
76734,,15.716736,43.265367,10.140
76735,,15.716811,-49.024751,8.890
76736,,15.716884,11.017676,9.010
76737,,15.717112,80.122941,8.000
76738,,15.717233,-73.446148,11.330
76739,,15.717327,18.151357,8.930
76740,,15.717530,-10.933497,7.200
76741,,15.717747,-27.976481,8.560
76742,,15.717881,-40.157459,12.220
76743,,15.718038,-12.492605,9.720
76744,,15.718229,-31.091180,9.550
76745,,15.719006,51.419918,9.200
76746,,15.719093,-13.056310,6.640
76747,,15.719335,-13.554536,8.050
76748,,15.719566,21.701448,8.500
76749,,15.719592,13.667666,6.480
76750,,15.719628,-29.516257,9.830
76751,,15.719709,-37.918242,8.650
76752,,15.719878,-25.415585,7.110
76753,,15.719957,-33.351520,9.280
76754,,15.719972,-44.720090,8.720
76755,,15.720433,-1.732868,8.910
76756,,15.720491,-41.038226,8.380
76757,,15.720654,31.384581,7.260
76758,,15.720889,34.812014,8.190
76759,,15.721065,-51.113688,7.870
76760,,15.721161,-84.465273,5.570
76761,,15.721443,-35.243341,8.520
76762,,15.721598,-5.253692,9.900
76763,,15.721845,28.484045,9.210
76764,,15.722076,-21.120552,9.000
76765,,15.722857,11.711012,6.940
76766,,15.722936,81.319461,8.280
76767,,15.723324,47.768401,8.290
76768,,15.723420,-39.986048,9.980
76769,,15.723504,-41.736002,9.580
76770,,15.723521,-51.956312,9.680
76771,,15.723572,-15.043230,6.300
76772,,15.723724,-3.939087,9.550
76773,,15.723916,72.894564,9.300
76774,,15.723988,-30.534990,7.440
76775,,15.724008,17.124237,9.950
76776,,15.724145,-51.964516,8.720
76777,,15.724185,82.947261,7.450
76778,,15.724199,29.698663,8.260
76779,,15.724963,-38.960713,9.660
76780,,15.725172,46.903874,8.380
76781,,15.725505,-70.266717,7.680
76782,,15.725758,-54.055713,9.920
76783,,15.725762,-10.123595,7.770
76784,,15.725793,-45.785931,9.780
76785,,15.725852,22.920501,7.220
76786,,15.725934,-78.713108,9.120
76787,,15.726003,-37.169486,8.540
76788,,15.726154,-61.223599,9.870
76789,,15.726450,8.620545,8.340
76790,,15.726848,-9.879444,10.060
76791,,15.726881,-1.710467,10.480
76792,,15.726959,45.885599,8.490
76793,,15.727873,-57.452038,7.240
76794,,15.727912,-5.699364,9.660
76795,,15.728424,67.501796,8.820
76796,,15.728436,77.995922,8.790
76797,,15.729164,-9.315432,7.670
76798,,15.729551,2.439948,7.160
76799,,15.729747,68.347969,8.250
76800,,15.729898,58.024243,9.320
76801,,15.729896,-17.803015,9.780
76802,,15.729900,-35.475025,9.150
76803,,15.730772,-66.520534,8.180
76804,,15.731543,24.962621,8.220
76805,,15.731899,12.818387,8.140
76806,,15.732022,-60.287217,6.460
76807,,15.732153,2.467053,9.050
76808,,15.732540,-16.869211,7.280
76809,,15.732759,22.339735,8.100
76810,,15.732809,35.430007,8.790
76811,,15.733030,7.605362,8.330
76812,,15.733140,32.515807,5.570
76813,,15.733129,-71.704888,10.080
76814,,15.733567,15.562278,8.680
76815,,15.733642,-39.094855,9.140
76816,,15.733839,2.515173,5.860
76817,,15.733844,39.573861,7.550
76818,,15.734271,-42.269694,10.350
76819,,15.734299,77.794493,4.290
76820,,15.734338,-51.904730,7.230
76821,,15.734368,-32.319769,7.940
76822,,15.734402,-54.986808,8.430
76823,,15.734472,-31.603336,6.620
76824,,15.734556,-15.672834,5.410
76825,,15.734858,45.316063,8.300
76826,,15.734939,52.905432,7.730
76827,,15.734985,24.460396,7.320
76828,,15.735314,-30.711403,7.420
76829,,15.735616,42.719914,8.570
76830,,15.736030,50.907801,8.690
76831,,15.736215,-50.215727,6.830
76832,,15.736218,-52.973219,8.330
76833,,15.736573,-75.804374,9.240
76834,,15.737766,-11.964202,9.700
76835,Unukalhai,15.737798,6.425627,2.630
76836,,15.737839,-56.165406,7.060
76837,,15.737957,-54.320855,7.660
76838,,15.738049,-35.278782,8.560
76839,,15.738078,-57.112487,8.200
76840,,15.738116,-9.897438,9.250
76841,,15.738238,-24.395410,7.590
76842,,15.738686,26.265884,9.740
76843,,15.738784,-50.002520,10.610
76844,,15.739106,-3.012309,8.890
76845,,15.739182,-33.315267,9.690
76846,,15.739234,-22.378434,9.870
76847,,15.739389,15.299727,8.200
76848,,15.739372,52.983568,7.360
76849,,15.739513,58.792708,9.950
76850,,15.739633,-41.819089,5.930
76851,,15.739704,-27.456670,9.310
76852,,15.739762,-70.293484,8.170
76853,,15.740638,-3.838465,8.460
76854,,15.740928,-68.367380,9.080
76855,,15.741322,37.534923,8.350
76856,,15.741484,16.510360,7.480
76857,,15.741650,8.849056,8.520
76858,,15.741729,3.370041,7.260
76859,,15.741838,10.824046,8.470
76860,,15.741903,-50.058704,10.380
76861,,15.742071,-8.053590,9.890
76862,,15.742184,11.266490,7.530
76863,,15.742973,-53.087551,8.140
76864,,15.743111,1.850603,9.100
76865,,15.743436,-44.049261,7.890
76866,,15.743474,80.932171,6.850
76867,,15.743484,11.422058,7.470
76868,,15.743895,49.028257,9.660
76869,,15.744133,77.150453,7.980
76870,,15.744303,-62.513687,9.830
76871,,15.744405,-47.987827,9.160
76872,,15.744570,-37.337522,8.140
76873,,15.744621,84.579493,8.050
76874,,15.745021,58.433645,7.360
76875,,15.745037,17.264226,6.150
76876,,15.745521,-29.944150,10.080
76877,,15.745810,-87.776508,8.770
76878,,15.745816,-60.238425,8.130
76879,,15.746038,68.680009,7.230
76880,,15.746097,-20.053542,9.860
76881,,15.746674,-55.100921,7.510
76882,,15.746717,16.737358,6.990
76883,,15.746830,23.622641,9.500
76884,,15.747284,0.686579,10.140
76885,,15.747436,30.154964,9.680
76886,,15.747752,62.860302,8.950
76887,,15.747952,-23.091238,9.390
76888,,15.748123,-18.750965,9.580
76889,,15.748297,28.836730,10.020
76890,,15.748313,38.240796,10.120
76891,,15.748383,-68.002340,9.160
76892,,15.748818,20.881407,7.770
76893,,15.748849,21.444392,7.490
76894,,15.748910,-59.749618,8.770
76895,,15.749072,-21.814975,8.870
76896,,15.749151,15.055115,8.490
76897,,15.749192,-5.130048,9.970
76898,,15.749251,24.708612,7.530
76899,,15.749359,-34.198258,9.880
76900,,15.749402,-48.314307,9.570
76901,,15.749522,-16.717372,9.020
76902,,15.749884,-50.785463,6.410
76903,,15.749908,-15.174977,8.280
76904,,15.750048,-59.123929,7.570
76905,,15.750077,35.961354,10.170
76906,,15.750194,-63.208140,7.720
76907,,15.750202,45.687864,8.630
76908,,15.750510,-40.841939,9.460
76909,,15.750914,-45.518589,8.980
76910,,15.751181,-56.908838,8.210
76911,,15.751365,29.601501,10.280
76912,,15.751517,-48.160771,9.040
76913,,15.751550,-61.297905,7.090
76914,,15.751768,-35.101903,7.720
76915,,15.752024,-49.610228,8.780
76916,,15.752071,28.469930,8.060
76917,,15.752432,41.211551,7.990
76918,,15.753064,-14.286465,10.080
76919,,15.753159,-22.890475,8.830
76920,,15.753468,-58.683148,8.110
76921,,15.753575,-34.291839,10.310
76922,,15.753766,-63.131976,8.870
76923,,15.754209,4.708220,8.030
76924,,15.754508,-58.687135,7.700
76925,,15.755082,52.677119,7.900
76926,,15.755614,4.532438,8.780
76927,,15.756523,5.447315,5.570
76928,,15.756574,-25.059889,10.590
76929,,15.756624,-19.107279,7.530
76930,,15.757038,-40.646783,8.660
76931,,15.757109,-37.630423,8.610
76932,,15.757252,-31.155041,9.440
76933,,15.757294,47.552274,9.860
76934,,15.757301,-26.299349,8.910
76935,,15.757369,-52.566824,8.350
76936,,15.757417,1.532360,8.210
76937,,15.757662,-65.749748,6.870
76938,,15.757682,-6.145306,7.260
76939,,15.757873,8.653231,7.840
76940,,15.758075,73.835819,7.790
76941,,15.758124,-23.509514,8.980
76942,,15.758184,55.250934,7.520
76943,,15.758346,21.178616,9.240
76944,,15.759374,40.177546,7.840
76945,,15.759527,-56.006791,8.990
76946,,15.760176,-53.437796,7.900
76947,,15.760413,24.094796,9.280
76948,,15.760819,-24.766194,10.070
76949,,15.760846,-2.261402,11.610
76950,,15.760974,0.891039,6.320
76951,,15.761105,-55.975152,8.210
76952,,15.761314,50.672528,9.650
76953,,15.761681,-65.485572,8.410
76954,,15.761853,-46.542616,10.060
76955,,15.761930,-22.753296,6.720
